"","program","review_title","review_rating","review"
"1366","Pembroke College, Cambridge - Semester Program","Experience Of A Lifetime",5,"I learned so much from my classes. I traveled to 5 different countries. I met such an array of people. I truly had the best summer of my life. And I would give anything to do it again. And I am certainly not the only one saying that. Erin M - Yale University View Entire Review"
"1367","Pembroke College, Cambridge - Semester Program","Cambridge",4.5,"My experience was definitely worthwhile. I found it interesting to see how economics is studied differently at Cambridge than at Wellesley, and I learned a lot. Cambridge is an amazing place. A student - Wellesley College View Entire Review"
"1368","Pembroke College, Cambridge - Semester Program","Best English Lanuage Study Abroad Program Out There, Hands Down!",5,"I became a better student, writer, and reader and learned to live more independently. It was by far one of the most worthwhile experiences of my life. A student - Middlebury College View Entire Review"
"1369","Pembroke College, Cambridge - Semester Program","Pkp: Awesome, Fun, And Challenging",5,"It was most definitely worthwhile. I got to see Cambridge in vivid detail as well as many European towns/cities, which I traveled to on the weekends thanks to a travel stipend from the Thouron Prize I received. Phillip Y - Harvard University View Entire Review"
"1370","Pembroke College, Cambridge - Semester Program","Pkp: A Pleasant King's Paradise",4,"I had a relaxing but intellectually stimulating summer--what I was looking for. I also got to travel in Europe a bit. Joseph S - Harvard University View Entire Review"
"1371","Pembroke College, Cambridge - Semester Program","Pembroke King's Programme: Who Wouldn't Want To Go!?",5,"Yes, I learned how to motivate myself academically. I learned a lot about Britain and also about the world from a British perspective. I feel that I am much more receptive to different opinions and appreciate them more. Elizabeth H - Harvard University View Entire Review"
"1372","Pembroke College, Cambridge - Semester Program","Uk Study Experience",3,"It was great but so were my other alternatives Yifan W - Harvard University View Entire Review"
"1373","Pembroke College, Cambridge - Semester Program","Fun And Social Not Academic",4,"Definitely, but I think it was more worthwhile on a personal rather than intellectual or academic level. Serena B - Harvard University View Entire Review"
"1374","Pembroke College, Cambridge - Semester Program","The Subtle Surprises Of Pkp",5,"I got to learn quite a bit about different cultural experiences within the UK. It was really fun. Brendan Q - Harvard University View Entire Review"
"1375","Pembroke College, Cambridge - Semester Program","Loved Being Abroad, Didn't Love The Program",4,"I made great friends when I was abroad and learned a lot about living in another country. Being abroad was worthwhile, although I do not think the program was necessarily what made it worthwhile. A student - Wellesley College View Entire Review"
"1376","Pembroke College, Cambridge - Semester Program","Good Academics, Terrible Administration, Great Travel Opportunities",3.5,"I really enjoyed my time abroad. Cambridge has a 6 week break in the middle of the semester that is a great travel opportunity. The classes also so rigorous that you can't fly out to somewhere during the week for a weekend getaway. A student - Wellesley College View Entire Review"
"1377","Pembroke College, Cambridge - Semester Program","A Truly British Experience!",4,"During my time abroad, I was able to learn a lot about British culture as Cambridge is about as British as it can get! I loved walking through the town of Cambridge-it is quite idyllic. Cambridge also has a very distinctive history and culture that truly adds to the academic experience. Some traditions (such as formal halls) ha... A student - Wellesley College View Entire Review"
"1378","Pembroke College, Cambridge - Semester Program","A Challenging, But Rewarding, Experience At Cambridge",4,"I would only recommend this program to students who really understand the demands that will be asked of them. My courses were very thought-provoking and enjoyable, but they did consume the majority of my time abroad. Luckily, Cambridge has a very long spring break (4-5 weeks), when I was able to travel and have more of a traditi... A student - Wellesley College View Entire Review"
"1379","Pembroke College, Cambridge - Semester Program","Life Changing!",5,"I gained a new way of looking at familiar academic subjects, a better understanding of my academic abilities, and greater confidence. A student - Wellesley College View Entire Review"
"1380","Pembroke College, Cambridge - Semester Program","Classy Adventures In The Uk And Around Europe!",4.5,"Learned independence and how to interact with people of different cultures. One of the most worthwhile experiences I've ever had. A student - Cornell University View Entire Review"
"1381","Pembroke College, Cambridge - Semester Program","Incredibly Enriching, But Can Be Lonely",4,"I definitely grew a lot as a student and sharpened my writing, research, and analytical abilities a great deal. I learned more about how I work best and what areas I need to improve, like managing and structuring my own time. I also gained a lot of insight into not just other cultures (and how they organize their societies, huge... A student - Wellesley College View Entire Review"
"1382","Pembroke College, Cambridge - Semester Program","Not A Day Goes By During Which I Don't Reminisce About My Summer At The University Of Cambridge",5,"It was extremely worth it. I am enamored by England and Europe, and it changed my perspective on education. Madhavi D - Harvard University View Entire Review"
"1383","Pembroke College, Cambridge - Semester Program","Summer In Cambridge",5,"Yes Stephanie Y - Harvard University View Entire Review"
"1384","Pembroke College, Cambridge - Semester Program","Cambridge Pkp Best Summer, Ever!",5,"Absolutely! David M - Harvard University View Entire Review"
"1385","Pembroke College, Cambridge - Semester Program","Robin Kirkpatrick.",4,"My Supervison with Robin Kirkpatrick made me a Dante man -- important for my medieval academic interests. I am also more serious about going to grad school in the UK. Adam H - Harvard University View Entire Review"
"1386","Pembroke College, Cambridge - Semester Program","Study Abroad In England",5,"Yes. Keith G - Harvard University View Entire Review"
"1387","Pembroke College, Cambridge - Semester Program","Studying In Cambridge: Papers, Punting, And Pints",4,"Yes, it was a different academic environment with different teaching styles and different students. It was also a lot of fun. Graham S - Harvard University View Entire Review"
"1388","Pembroke College, Cambridge - Semester Program","Cambridge: Exploring A Historical University",3,"My study abroad certainly benefitted me from an academic standpoint, in terms of my satisfaction with the coursework I enrolled in. The program was not as immersed in the British culture, which was somewhat upsetting given my intentions for studying abroad. Naveen M - Harvard University View Entire Review"
"1389","Pembroke College, Cambridge - Semester Program","Cambridge: Tea, Sweaters, And The World's Best Beer",5,"Absolutely. Definitely want to apply to grad school at Cambridge. Greg J - Harvard University View Entire Review"
"1390","Pembroke College, Cambridge - Semester Program","Cambridge: Hard Work, But Undoubtedly Worth The Effort",5,"I gained an appreciation for the subtleties of British culture, but the real benefit for me was the opportunity I had to explore a subject area unavailable to me at my home college. I'm actually looking to go back to Cambridge University for a graduate program in the field that I studied while in the program. Rebecca R - Wellesley College View Entire Review"
"1391","Pembroke College, Cambridge - Semester Program","Pembroke! Cambridge!",4,"Absolutely. I think I learned more about myself, just being at a University so different from Wellesley. I am so grateful for this privilege. I am interested in going back at some point to get an MPhil in English. Abigail M - Wellesley College View Entire Review"
"1392","Pembroke College, Cambridge - Semester Program","",5,"My study abroad experience was definitely worthwhile. I learned a significant amount from my courses and was able to develop and enhance my essay writing skills. Even more importantly, from this program I've realized what area within economics I'm most interested in pursuing. Lily Z - Wellesley College View Entire Review"
"1393","Pembroke College, Cambridge - Semester Program","",5,"Yes! I did not realize how much I would enjoy myself here. Academically, I am a better and more confident writer, analyzer, and speaker. Socially, the need to interact with unfamiliar people has enabled me to become more engaging in conversation and more aware of the many different types of people in the world. Above all, I ... Natasha R - Wellesley College View Entire Review"
"1394","Pembroke College, Cambridge - Semester Program","University Of Cambridge: A Truly British Experience",5,"Yes it was worthwhile! In some way, I feel like before the trip I was missing something about the world, and now I have a better handle on it. I truly am a changed person, and will draw from my experiences, friends, and classroom work from Cambridge for the rest of my life. Erin F - Harvard University View Entire Review"
"1395","Pembroke College, Cambridge - Semester Program","A Reflective Punt Down The Cam",5,"Absolutely! Socially and academically, this was the single most empowering experience of my life. Arthur B - Harvard University View Entire Review"
"1396","Pembroke College, Cambridge - Semester Program","Pembroke/King's College: The Family I Never Dreamed Of.",5,"I want to study abroad even more. Christina H - University of California - Riverside View Entire Review"
"1397","Pembroke College, Cambridge - Semester Program","Cambridge: Challenging Yet Rewarding",4,"Yes, it was absolutely worthwhile. Julie D - Wellesley College View Entire Review"
"1398","Pembroke College, Cambridge - Semester Program","The Cambridge Experience",4,"Yes. Sarah H - University of Arkansas - Fayetteville View Entire Review"
"1399","Pembroke College, Cambridge - Semester Program","",2,"It was worthwhile from an academic standpoint, I learned a lot about European economics and improved my independent study skills. The social aspects weren't as colorful as I expected. Siwen C - Wellesley College View Entire Review"
"1400","CET: Beijing, Intensive Language","Language Immersion In Beijing, China",4,"My language skills improved enormously! For this alone it was a totally worthwhile experience. A student - Wellesley College View Entire Review"
"1401","CET: Beijing, Intensive Language","The Best Experience That I Had Ever Had",5,"Completely worthwhile Katia C - The University of Texas at Austin View Entire Review"
"1402","CET: Beijing, Intensive Language","China: A Completely Different World, With Opportunity For Individual Growth",4.5,"I learned not only about the country, culture, but about myself. I have grown into a better, more prepared, more driven person. I definitely recommend studying abroad to a country out of your comfort zone, because only then will you grow. erandy.marquez.3 - The University of Texas at Austin View Entire Review"
"1403","CET: Beijing, Intensive Language","Best Life Experience I May Ever Have. Go!!!!",5,"I improved my language skills tremendously, I was immersed in a rich culture, I went places people only dream of going, made connections, memories and friends I'll know for the rest of my life. You really can't lose. kelly S - The University of Texas at Austin View Entire Review"
"1404","CET: Beijing, Intensive Language","Unforgettable Time",5,"1. my Chinese language skill 2. my new friends. I don't think I would be able to find such good Chinese friend for elsewhere. I miss my roommate. 3. Chinese becomes one of my future job destination. And... It's worthwhile Duennapa S - Clark University - Worcester View Entire Review"
"1405","CET: Beijing, Intensive Language","Great Semester In China!",5,"I am ending the semester with a in-depth understanding of Chinese language and culture, with great new friends and incredible life experiences. A student - The University of Texas at Austin View Entire Review"
"1406","CET: Beijing, Intensive Language","Enlightening",5,"Learned a great deal about Chinese people and chinese culture. Michael S - Brandeis University View Entire Review"
"1407","CET: Beijing, Intensive Language","Your Chinese Will Improve Drastically, But It Will Be Hard Sometimes.",4.5,"How much I love Chinese culture and the language, and a group of friends that I will be in contact I hope forever, definitely worthwhile A student - The University of Texas at Austin View Entire Review"
"1408","CET: Beijing, Intensive Language","An Eye Opening Exploration Of A Place Much Different From That Which I'm Used To",5,"It was more than worthwhile. I learned what I'm capable of in terms of adjusting to a completely new culture and way of life. I learned much and more about one of the largest groups of humans on the planet. I learned that I'm fortunate to live the life I do. alec s - Brandeis University View Entire Review"
"1409","CET: Beijing, Intensive Language","One Life Changing Experience In China!",5,"I learned about myself from my experience abroad. I learned that no matter where anyone throws me, I will always adapt to any culture. I really felt that I was out of my comfort zone and didn't think I would be comfortable, but in the end I loved the culture/environment and I loved the people. I feel that I am stronger person fo... Gerardo J - The University of Texas at Austin View Entire Review"
"1410","CET: Beijing, Intensive Language","Half Way Around The World",4,"It was worthwhile. Greater world perspective. I can now eat spicy food Hallie F - Brandeis University View Entire Review"
"1411","CET: Beijing, Intensive Language","好好学习天天向上",5,"My language skills improved. I grew as a person. I became more independent. I made a lot of friends. Alex L - Fordham University View Entire Review"
"1412","CET: Beijing, Intensive Language","I Experienced My Eat, Pray, Love In China.",5,"I gained a larger sense of the world through the study of a foreign language and actual use of that language in conjunction with meeting new people. I also had fun and got to experience a new place--an invaluable experience. John B - Trinity University View Entire Review"
"1413","CET: Beijing, Intensive Language","Intense But So Glad I Did It.",3.5,"I can speak Mandarin with ease. It was worthwhile. A student - The University of Texas at Austin View Entire Review"
"1414","CET: Beijing, Intensive Language","There To Learn",4,"Advanced a lot in my language ability. Gained some cultural understanding. A student - The University of Texas at Austin View Entire Review"
"1415","CET: Beijing, Intensive Language","Worked Really Hard, But Had Fun Too...",4.5,"It was worthwhile, I really improved my language skills. Allison C - The University of Texas at Austin View Entire Review"
"1416","CET: Beijing, Intensive Language","Beijing Summer Of 2014",4,"My Chinese improved significantly and I definitely learned a lot about Chinese culture. After talking with many of the Chinese roommates I also learned much about what young Chinese people think and what their aspirations are. A student - Brandeis University View Entire Review"
"1417","CET: Beijing, Intensive Language","美好的回憶",5,"I learned that if you want to get better at a foreign language, you really have to go all out for it. It can get really rough at times, what with massive pollution, large crowds, and a million hours of homework, but it really is one of the best things you can spend some of your college life doing. You make great friends and unfo... Caroline R - The University of Texas at Austin View Entire Review"
"1418","CET: Beijing, Intensive Language","After Becoming Fluent, I Just Wanted To Come Home!",3.5,"I gained the ability to speak Chinese freely and listen fluently. The experience was definitely worthwhile, but I only said I wouldn't do it again because of how difficult it was. Not saying I don't like a challenge, but living in China is not something I'd want to do again right now. Dillon K - The University of Texas at Austin View Entire Review"
"1419","CET: Beijing, Intensive Language","Ive Had The Time Of My Life...",5,"It was definitely worthwhile. I not only got a chance to immerse myself completely in a new culture, but I also learned a lot about how a society different from our thinks. Yashera M - The University of Texas at Austin View Entire Review"
"1420","CET: Beijing, Intensive Language","It Was Amazing I Would Do It All Over Again",5,"definitely worth all my time! Victoria G - The University of Texas at Austin View Entire Review"
"1421","CET: Beijing, Intensive Language","Unforgettable!",4,"Chinese Language Skills and a better understanding of Chinese Culture Shanny H - Brandeis University View Entire Review"
"1422","CET: Beijing, Intensive Language","Intense!",5,"Due to the rigor and intensity of this program, I am able to hold basic conversations in Chinese. This program was absolutely worthwhile, in that what you learn in the classroom is immediately put to use outside the classroom when living in China. A student - Clark University - Worcester View Entire Review"
"1423","CET: Beijing, Intensive Language","Immersed In Beijing",4.5,"I was able to get involved with the culture and greatly improved my language skills. A student - Wellesley College View Entire Review"
"1424","CET: Beijing, Intensive Language","China Is Impossible To Reduce To One Sentence.",3.5,"I gained a greater understanding of the Chinese language and culture. It was definitely worthwhile because my sole aim was to learn the language. A student - The University of Texas at Austin View Entire Review"
"1425","CET: Beijing, Intensive Language","Beijing Adventures",4,"I gained fluency in Mandarin Chinese and made great friends. Mostly, I discovered a city that I want to go back to. It was totally worthwhile. Shinhye (Lana) O - Brandeis University View Entire Review"
"1426","CET: Beijing, Intensive Language","Very Intensive Highly Enjoyable",4,"Many language skills/higher language level in Chinese, how to live and adapt to a different culture. Completely worthwhile. Sam S - The University of Texas at Austin View Entire Review"
"1427","CET: Beijing, Intensive Language","Beijing Cultural Immersion",4,"I definitely learned a lot about Chinese culture, and my language skills improved as well. It was worthwhile, and if I had the opportunity, I would definitely go back to China. A student - Brandeis University View Entire Review"
"1428","CET: Beijing, Intensive Language","Local Friends Made My Trip",3.5,"I made my best friend in another country. jessica b - The University of Texas at Austin View Entire Review"
"1429","CET: Beijing, Intensive Language","Cet Beijing: Sprinting Towards Proficiency In Chinese",5,"Definitely. This experience confirmed my interest in China and made me more aware of the challenges that lay ahead in seeking a career there. Every time I visit China, I grow up a little. This trip taught me how to handle a massive workload and still enjoy myself. Lila B - The University of Texas at Austin View Entire Review"
"1430","CET: Beijing, Intensive Language","Intensive Language In Beijing: Challenge Yourself",5,"My experience hasn't impacted my future plans at all, it was merely a means to really get started in my Chinese studies. Studying in China allowed me to witness first-hand the lessons learned in my Chinese history classes. A student View Entire Review"
"1431","CET: Beijing, Intensive Language","Huh? What Did You Say?",4,"improved chinese Connor D - The University of Texas at Austin View Entire Review"
"1432","CET: Beijing, Intensive Language","Half A World Away, Yet R Ight Where I Belong",5,"Yes. Everything I hoped and more. I even made some business connections and will be returning to Beijing for an internship. Lindsay M - The University of Texas at Austin View Entire Review"
"1433","CET: Beijing, Intensive Language","Because Of Beijing, I Fell In Love With China",5,"got bunches of connections in beijing with foreigners and locals alike, built a sturdy base for further study in china, and learned a great deal of the language Kenneth P - The University of Texas at Austin View Entire Review"
"1434","CET: Beijing, Intensive Language","The Challenges Of China",4,"My program experience was more than worthwhile. I was so satisfied with the language progress I made that I chose to continue with the program an additional semester. Savannah C - The University of Texas at Austin View Entire Review"
"1435","CET: Beijing, Intensive Language","Intensive Language Study In Beijing",4,"Definitely. My chinese improved so much, as did my understanding of the country. Sarina T - Wellesley College View Entire Review"
"1436","CET: Beijing, Intensive Language","Intensive Chinese With Time To Explore",5,"My experience is China was without a doubt worthwhile. James F - Brandeis University View Entire Review"
"1437","CET: Beijing, Intensive Language","It Was Tough, But So Many Lovely Things Came Out Of It",4,"I would probably have spent more time in a smaller city, splitting the year between Beijing and Hangzhou, for example. Made some fantastic chinese and non chinese friends. Charlotte B - The University of Texas at Austin View Entire Review"
"1438","CET: Beijing, Intensive Language","Intense Catch Up And Learning In China",4,"Lots of Chinese language ability I did not have before. In this sense, it was worthwhile, although someone who wanted to explore Beijing more might have not had the opportunities he/she was expecting A student - Brandeis University View Entire Review"
"1439","CET: Beijing, Intensive Language","A Summer In The Middle Kingdom",4,"I gained a completely different perspective on the Chinese and American political systems and I found myself much more able to think critically about Chinese and American culture. Michael R - Brandeis University View Entire Review"
"1440","CET: Beijing, Intensive Language","Chinese Language Learning",3.5,"Chinese language and culture learning. A student - Brandeis University View Entire Review"
"1441","CET: Beijing, Intensive Language","Cet Beijing Cs Program: Great For Learning More About China",4,"I'm a Chinese major so I went sort of first and foremost to get experience being in China, using my Chinese skills there, and learning more about the culture and language. I'd say that this program was great for the cultural experiences and then I followed it up with one of CET's other programs, Harbin Intensive Language, and *t... Caroline M - University of Massachusetts Amherst View Entire Review"
"1442","CET: Beijing, Intensive Language","Make The Most Of What You've Got",2,"I gained a lot from having local Chinese students as our roommates, as we got to learn about their culture, lifestyle, and ways of thinking in a casual setting. The program's greatest asset is the Chinese roommate, but they have not yet made full use of this aspect (though I suspect they will in the near future). Belinda P - Harvard University View Entire Review"
"1443","CET: Beijing, Intensive Language","Acquiring A Taste For China",5,"I made great strides in my language study and learned a lot about myself. I plan on returning to China in the future as a result of this trip. Kai P - Trinity University View Entire Review"
"1444","CET: Beijing, Intensive Language","Cet Intensive Chinese Language In Beijing",5,"Yes! I got everything I wanted from the experience and more. My Chinese improved, I am more culturally aware, and I have made friends that live in China that will last me a lifetime. I definitely want to visit them again in the future and see other parts of China now. Matthew C - The University of Texas at Austin View Entire Review"
"1445","CET: Beijing, Intensive Language","A Blonde In Beijing: New Celebrity",4,"I gained better study habits, a more accepting mindset, and a positive attitude Emily Y - The University of Texas at Austin View Entire Review"
"1446","CET: Beijing, Intensive Language","Cet Beijing Was A Great Experience. Considering Doing Another Semester With Them.",5,"When I first arrived to Beijing, I was unable to form a sentence in chinese on my own. I remember my last week there, I had conversations with local people that I met. The program drastically improved my language skills. Being in China tremendously impacted my cultural awareness and academic interest. I've traveled outside of th... Luis A - The University of Texas at Austin View Entire Review"
"1447","CET: Beijing, Intensive Language","Intense Program, But You Can Expect Your Chinese To Be Baller Afterall",5,"Super obviously worthwhile, my Chinese improved fast and consistently. Gave me a huge confidence boost speaking Chinese. Benjamin B - The University of Texas at Austin View Entire Review"
"1448","CET: Beijing, Intensive Language","Cet Beijing The Only Way To Learn Chinese",4,"Living in China teaches you a lot that I definitely can't even come close to explaining in this little box. If you want to appreciate America, go. If you want to learn Chinese, go. If you want to see a totally different culture that you'll realize isn't so different, go. Just go! Ashley S - The University of Texas at Austin View Entire Review"
"1449","CET: Beijing, Intensive Language","It Was Tough But Lots Of Lovely Things Came Out Of It",4,"One of the best things that happened in China was becoming good friends with my chinese roommate and also a few others in the program. It was so satisfying to have my chinese reach the level at which I could have a friendship relationship in Chinese. Charlotte B - The University of Texas at Austin View Entire Review"
"1450","CET: Beijing, Intensive Language","Cet Beijing Language Program Made My Chinese Awesome, Gave Me Lifelong Friends.",5,"Yes. It has made me realize that China is a big part of my professional future as a policy researcher and international NGO staffer/consultant. I can't wait to return. Emily B - The University of Texas at Austin View Entire Review"
"1451","CET: Beijing, Intensive Language","Intensive Study Abroad In Beijing 1 Semester Of College Lvl Chi To Testing Out Of Chi 2!",4,"It was definitely worthwhile, I learned so much Chinese in the 8 weeks I was there that I had trouble switch back from the language pledge! Academically it was a no brainer- I plan to go back once I graduate! Amanda M - The University of Texas at Austin View Entire Review"
"1452","CET: Beijing, Intensive Language","Cet Beijing",4,"It was very worthwhile and I'm abroad again on CET/Middlebury Kunming. It's going to be different for everybody, but it's 4 months in China. The only way it's not going to be incredible is if you spend all your time with Americans at western bars. Taylor H - Tulane University View Entire Review"
"1453","CET: Beijing, Intensive Language","China: An Experience",5,"I can now speak Mandarin as well as being able to understand much of the cultural nuances. Breanna L - Clark University View Entire Review"
"1454","CET: Beijing, Intensive Language","",4,"Very worthwhile. It changed my career path to wanting to do cross-cultural psychology. Had lots of great conversations with locals and my roommate that are irreplacable. Kimberly P - Tufts University View Entire Review"
"1455","CET: Beijing, Intensive Language","",4,"The experience was worthwhile, and I'm glad and proud of myself that I did it. I cannot say that it was the absolute best time of my life, but that is how I gained so much personal growth. I am glad now that I had some difficult times, some challenges to face, because I could not have had those if I hadn't been on my own on the ... Marlene M - Clark University View Entire Review"
"1456","CET: Beijing, Intensive Language","",4,"Matt N - Tufts University View Entire Review"
"1457","CET: Beijing, Intensive Language","Beijing Winter On The Texas Bones",5,"Entirely worth it, I just can't wait to get back. I understand myself better after challenging myself throughout my stay, am more confident from getting around on my own in a foreign environment and was able to put everything in perspective by leaving the US for a little while. The most important thing for me, in terms of my C... A B - The University of Texas at Austin View Entire Review"
"1458","CET: Beijing, Intensive Language","China With Cet : An Amazing Place But A Poor Study Abroad Program",1,"Beijing was a wonderful place to study abroad. I love language immersion but,after having attended the wonderful immersion program at Middlebury College, was very dissapointed with the enforcement of the language pledge,lack of dedication of the students, and the poor teaching methods of the teachers at CET in Beijing. The stude... Mira N - The College of William and Mary View Entire Review"
"1459","CET: Beijing, Intensive Language","Years Of Chinese In 8 Weeks?!?",5,"This was the best 8 weeks of my life. I wish I had the time/money to continue at CET for another semester. Kevin B View Entire Review"
"1460","CET: Beijing, Intensive Language","Intensive Chinese Language In Beijing",5,"Extremely worthwhile. I was able to learn things both about myself and the world. Connor B - The University of Texas at Austin View Entire Review"
"1461","CET: Beijing, Intensive Language","A Fantastic Study Abroad Experience",4,"My study abroad experience was fantastic. I went with the goal of improving my Chinese and that is what I did. I think that when you choose the language intensive program with CET, make sure that language study is you number one priority. It is not a vacation, though you do have a great time. I would try to build a relat... Sydney H - University of North Carolina - Chapel Hill View Entire Review"
"1462","CET: Beijing, Intensive Language","",5,"My study abroad experience was definitely worthwhile and I would do it again if I had time. I learned a lot about living on my own in another country, made many new friends both from Beijing and from other schools in the US. It was especially interesting for me to learn more about Chinese culture because it is part of my herit... Kristin K - MIT - Massachusetts Institute of Technology View Entire Review"
"1463","CIEE: Amsterdam, Social Sciences and Humanities","Amsterdam For A Semester",3,"A new understanding of independence. A student - Wellesley College View Entire Review"
"1464","CIEE: Amsterdam, Social Sciences and Humanities","Europe In A Four Months",3.5,"I learned so much about Europe and other cultures, which I find very valuable. I also learned how to cook for myself and really live on my own. It was definitely worthwhile. Alex Cook - Middlebury College View Entire Review"
"1465","CIEE: Amsterdam, Social Sciences and Humanities","A Memorable Semester",4,"Definitely worthwhile! Gained greater confidence and independence while immersing myself in a different culture which taught me a lot about my own. Danielle Laverdiere - Middlebury College View Entire Review"
"1466","CIEE: Amsterdam, Social Sciences and Humanities","A Lifetime Of Memories!",4,"I learned a lot about myself and how to manage uncomfortable situations. My intercultural communication skills improved a ton, and I feel like I'm more open minded to different lifestyles. This experience definitely opened my eyes to different ways of life and how to be respectful when being in these new cultures A student - Brandeis University View Entire Review"
"1467","CIEE: Amsterdam, Social Sciences and Humanities","Amsterdam Is Literally Amazing",5,"I learned to be way more independent than I was and made new friends in a situation where I didn't know anybody. Trying new things and meeting new people and being comfortable with being uncomfortable are certainly skills I am happy to be better at now. Isaac A - Brandeis University View Entire Review"
"1468","CIEE: Amsterdam, Social Sciences and Humanities","Fun",4.5,"Learned a lot about other countries A student - Brandeis University View Entire Review"
"1469","CIEE: Amsterdam, Social Sciences and Humanities","Keep On Keeping On",5,"I learned to challenge yourself and change will eventually follow. A student - Brandeis University View Entire Review"
"1470","CIEE: Amsterdam, Social Sciences and Humanities","Fun And Eye Opening",4,"i gained a lot of independence. i gained a greater respect for other cultures. A student - Middlebury College View Entire Review"
"1471","CIEE: Amsterdam, Social Sciences and Humanities","A Semester Long Vacation",4,"I learned a lot about myself, and I think that was most important. It is one of the only times I will be able to spend months in Europe, so it was so worthwhile. A student - Brandeis University View Entire Review"
"1472","CIEE: Amsterdam, Social Sciences and Humanities","Great Time, Great City",5,"Learned to be independent A student - Brandeis University View Entire Review"
"1473","CIEE: Amsterdam, Social Sciences and Humanities","Exceptional Immersion Into The Life Of A Netherlander",4.5,"My experience abroad was the best time of my college career. I become increasingly independent and confident as the trip progressed. I learned how to navigate a foreign city and become comfortable in new environments. A student - Brandeis University View Entire Review"
"1474","CIEE: Amsterdam, Social Sciences and Humanities","Exciting!",4.5,"I learned that I love to travel and definitely want to think about moving/working abroad! A student - Wellesley College View Entire Review"
"1475","CIEE: Amsterdam, Social Sciences and Humanities","Lekker",4,"I became more independent, learned how to allocate my time, etc. Alexander L Deutsch - Middlebury College View Entire Review"
"1476","CIEE: Amsterdam, Social Sciences and Humanities","Unforgettable Semester",5,"My experience abroad was definitely worthwhile. I feel a greater appreciation for the little things that make me feel comfortable at my home university. There are so many things that I take for granted on a regular basis and living and studying in a new environment made me realize this. I also met so many amazing that gave me ne... A student - Brandeis University View Entire Review"
"1477","CIEE: Amsterdam, Social Sciences and Humanities","Adjustments And Reflection",4,"Independence, Mindfulness, and Self-Compassion A student - Middlebury College View Entire Review"
"1478","CIEE: Amsterdam, Social Sciences and Humanities","Amsterdam: The Ultimate City Adventure.",5,"I gained a new self of my self. A sense of independence. It was the greatest adventure of my life so far and I feel like I really found who I was. Lex Scott - Middlebury College View Entire Review"
"1479","CIEE: Amsterdam, Social Sciences and Humanities","Long Time Away From Home But Some Of The Best Experiences Ever!",4.5,"I learned a lot about myself and how to live on my own. I learned that traveling can be so hard but so much fun. My time abroad was so worthwhile! Clare Robinson - Middlebury College View Entire Review"
"1480","CIEE: Amsterdam, Social Sciences and Humanities","Semester With The Dutch",4,"I learned more about the Dutch culture. I also was able to experience other cultures by traveling. I was able to meet new people and meet up with old ones. Def worthwhile. A student - Middlebury College View Entire Review"
"1481","CIEE: Amsterdam, Social Sciences and Humanities","Dehydrated",5,"I learned to remain calm and socialize. A Student . - Brandeis University View Entire Review"
"1482","CIEE: Amsterdam, Social Sciences and Humanities","Once In A Lifetime",4.5,"I gained perspective on a new culture and I learned how to appreciate my culture even more. There was a lot of time for reflection, which was worthwhile. A student - Brandeis University View Entire Review"
"1483","CIEE: Amsterdam, Social Sciences and Humanities","Amazing 4 Months In Amsterdam!",4,"i learned how to be an individual and enjoy myself while also putting myself out there to make friends A student - Middlebury College View Entire Review"
"1484","CIEE: Amsterdam, Social Sciences and Humanities","Enlightening",4,"How to be independent, absolutely worthwhile though I wish I prepared better Ulrica Sun - Brandeis University View Entire Review"
"1485","CIEE: Amsterdam, Social Sciences and Humanities","The Best Experience Of My Life.",5,"How to live in the present. Gabriel Goldstein - Brandeis University View Entire Review"
"1486","CIEE: Amsterdam, Social Sciences and Humanities","I Only Made One Friend But It Was Fun",4.5,"I gained a lot of things I cant list them all, mainly independence though samantha carley - University of Hartford View Entire Review"
"1487","CIEE: Amsterdam, Social Sciences and Humanities","An Educational Experience",4.5,"Definitely a worthwhile experience. There was a lot to learn about the culture as well as what I want for myself going forward. Brendan Donohue - Middlebury College View Entire Review"
"1488","CIEE: Amsterdam, Social Sciences and Humanities","Biking, Canals, And Poffertjes!",5,"Yes, it was worthwhile. I gained confidence in my ability to travel alone and in a foreign place. I really came to appreciate my home school and how things are done there after seeing the differences with my host university. A student - Wellesley College View Entire Review"
"1489","CIEE: Amsterdam, Social Sciences and Humanities","Amsterdam Was Life Changing",4,"I learned that I can make anywhere my home. I really felt connected to the culture and to the city. It was incredibly worthwhile. A student - Middlebury College View Entire Review"
"1490","CIEE: Amsterdam, Social Sciences and Humanities","Great Program In A Safe And Fun City",4.5,"I learned how to really balance serious things like academics with fun things like traveling and going on adventures, and realizing how much you can learn about yourself when you are in a situation that is not completely familiar. Ilana Cedarbaum - Brandeis University View Entire Review"
"1491","CIEE: Amsterdam, Social Sciences and Humanities","Good Times In Amsterdam!",4.5,"It was a very worthwhile experience. I learned to live independently in the Netherlands while taking classes and having a good social life. A student - Brandeis University View Entire Review"
"1492","CIEE: Amsterdam, Social Sciences and Humanities","The Best Four Months Of My Life",5,"Incredible. I learned so much about myself and realized how much I want to live in abroad. Even learned I absolutely love to bike (even in the rain). Best four months of my life by far. Anikka V - Hope College View Entire Review"
"1493","CIEE: Amsterdam, Social Sciences and Humanities","Go To Amsterdam",4.5,"Yes it's clichéd, but it was the best experience of my life. A student - Brandeis University View Entire Review"
